meter_number,value,timestamp
M9,15005056122,4/6/2023 2:29:59 AM
M10,19962080303,4/6/2023 2:29:59 AM
M11,18689415513,4/6/2023 2:29:59 AM
M12,17876629723,4/6/2023 2:29:59 AM
M13,16545077538,4/6/2023 2:29:59 AM
M14,12300534590,4/6/2023 2:29:59 AM
M15,19202355479,4/6/2023 2:29:59 AM
M16,18216801731,4/6/2023 2:29:59 AM
M17,16099389768,4/6/2023 2:29:59 AM
M18,14311827457,4/6/2023 2:29:59 AM
M19,18574412488,4/6/2023 2:29:59 AM
M20,16804752535,4/6/2023 2:29:59 AM
M21,15538164830,4/6/2023 2:29:59 AM
M22,18294990491,4/6/2023 2:29:59 AM
M23,15158802290,4/6/2023 2:29:59 AM
M24,16032190736,4/6/2023 2:29:59 AM
M25,19832424134,4/6/2023 2:29:59 AM
M26,18342622451,4/6/2023 2:29:59 AM
M27,20487940923,4/6/2023 2:29:59 AM
M28,20614807940,4/6/2023 2:29:59 AM
M29,16332969822,4/6/2023 2:29:59 AM
M30,16988908546,4/6/2023 2:29:59 AM
M31,19210668625,4/6/2023 2:29:59 AM
M32,17625724706,4/6/2023 2:29:59 AM
M33,15539971955,4/6/2023 2:29:59 AM
M34,16714982065,4/6/2023 2:29:59 AM
M35,13052995707,4/6/2023 2:29:59 AM
M36,18961398947,4/6/2023 2:29:59 AM
M37,16766795263,4/6/2023 2:29:59 AM
M38,17986607604,4/6/2023 2:29:59 AM
M39,17434038395,4/6/2023 2:29:59 AM
M40,17060540378,4/6/2023 2:29:59 AM
M41,21506772473,4/6/2023 2:29:59 AM
M42,15704908341,4/6/2023 2:29:59 AM
M43,11648616603,4/6/2023 2:29:59 AM
M44,16174739828,4/6/2023 2:29:59 AM
M45,20133649878,4/6/2023 2:29:59 AM
M46,16558235640,4/6/2023 2:29:59 AM
M47,14894168563,4/6/2023 2:29:59 AM
M48,20041391064,4/6/2023 2:29:59 AM
M49,15950371590,4/6/2023 2:29:59 AM
M50,17516417609,4/6/2023 2:29:59 AM
M51,19574812746,4/6/2023 2:29:59 AM
M52,14410370884,4/6/2023 2:29:59 AM
M53,17185120546,4/6/2023 2:29:59 AM
M54,17465099789,4/6/2023 2:29:59 AM
M55,18183975144,4/6/2023 2:29:59 AM
M56,17757579814,4/6/2023 2:29:59 AM
M57,16628491714,4/6/2023 2:29:59 AM
M58,13402105969,4/6/2023 2:29:59 AM
M59,19954264650,4/6/2023 2:29:59 AM
M60,18744835955,4/6/2023 2:29:59 AM
M61,14473802611,4/6/2023 2:29:59 AM
M62,19462629353,4/6/2023 2:29:59 AM
M63,14704876987,4/6/2023 2:29:59 AM
M64,15702812604,4/6/2023 2:29:59 AM
M65,22481448818,4/6/2023 2:29:59 AM
M66,17539896671,4/6/2023 2:29:59 AM
M67,22027692871,4/6/2023 2:29:59 AM
M68,15998120132,4/6/2023 2:29:59 AM
M69,17185453121,4/6/2023 2:29:59 AM
M70,17494942115,4/6/2023 2:29:59 AM
M71,15632818687,4/6/2023 2:29:59 AM
M72,16802680895,4/6/2023 2:29:59 AM
M73,16402059595,4/6/2023 2:29:59 AM
M74,17237843988,4/6/2023 2:29:59 AM
M75,17590981454,4/6/2023 2:29:59 AM
M76,16901593881,4/6/2023 2:29:59 AM
M77,18740655137,4/6/2023 2:29:59 AM
M78,13841428214,4/6/2023 2:29:59 AM
M79,16917185829,4/6/2023 2:29:59 AM
M80,15846616337,4/6/2023 2:29:59 AM
M81,16903647434,4/6/2023 2:29:59 AM
M82,15987160266,4/6/2023 2:29:59 AM
M83,17312826596,4/6/2023 2:29:59 AM
M84,17728369808,4/6/2023 2:29:59 AM
M85,15566104893,4/6/2023 2:29:59 AM
M86,19288783941,4/6/2023 2:29:59 AM
M87,14622459464,4/6/2023 2:29:59 AM
M88,20313316634,4/6/2023 2:29:59 AM
M89,15768315063,4/6/2023 2:29:59 AM
M90,16444569298,4/6/2023 2:29:59 AM
M91,15909979712,4/6/2023 2:29:59 AM
M92,20487712978,4/6/2023 2:29:59 AM
M93,17789629023,4/6/2023 2:29:59 AM
M94,14294033259,4/6/2023 2:29:59 AM
M95,18261031650,4/6/2023 2:29:59 AM
M96,16550331040,4/6/2023 2:29:59 AM
M97,12756665768,4/6/2023 2:29:59 AM
M98,16839897751,4/6/2023 2:29:59 AM
M99,16796178387,4/6/2023 2:29:59 AM
M100,14164936893,4/6/2023 2:29:59 AM
M101,18167254869,4/6/2023 2:29:59 AM
M102,14254092168,4/6/2023 2:29:59 AM
M103,17760016873,4/6/2023 2:29:59 AM
M104,15186843070,4/6/2023 2:29:59 AM
M105,16731147579,4/6/2023 2:29:59 AM
M106,15782369130,4/6/2023 2:29:59 AM
M107,14256400112,4/6/2023 2:29:59 AM
M108,17381745575,4/6/2023 2:29:59 AM
M109,16397415165,4/6/2023 2:29:59 AM
M110,19187063075,4/6/2023 2:29:59 AM
M111,17291791887,4/6/2023 2:29:59 AM
M112,16471253641,4/6/2023 2:29:59 AM
M113,16055274375,4/6/2023 2:29:59 AM
M114,19077759157,4/6/2023 2:29:59 AM
M115,15340357058,4/6/2023 2:29:59 AM
M116,15666192070,4/6/2023 2:29:59 AM
M117,17643329341,4/6/2023 2:29:59 AM
M118,23260132210,4/6/2023 2:29:59 AM
M119,16111377549,4/6/2023 2:29:59 AM
M120,15043221280,4/6/2023 2:29:59 AM
M121,19867624070,4/6/2023 2:29:59 AM
M122,12538329281,4/6/2023 2:29:59 AM
M123,9756473883,4/6/2023 2:29:59 AM
M124,14252418670,4/6/2023 2:29:59 AM
M125,15942653589,4/6/2023 2:29:59 AM
M126,20282928147,4/6/2023 2:29:59 AM
M127,14907479866,4/6/2023 2:29:59 AM
M128,19773900716,4/6/2023 2:29:59 AM
M129,20669110412,4/6/2023 2:29:59 AM
M130,14770870672,4/6/2023 2:29:59 AM
M131,17367541582,4/6/2023 2:29:59 AM
M132,17181855610,4/6/2023 2:29:59 AM
M133,15859825928,4/6/2023 2:29:59 AM
M134,16043937499,4/6/2023 2:29:59 AM
M135,19130688549,4/6/2023 2:29:59 AM
M136,20926865431,4/6/2023 2:29:59 AM
M137,16906219934,4/6/2023 2:29:59 AM
M138,16591835380,4/6/2023 2:29:59 AM
M139,19269391111,4/6/2023 2:29:59 AM
M140,18289408443,4/6/2023 2:29:59 AM
M141,20348590242,4/6/2023 2:29:59 AM
M142,17115148057,4/6/2023 2:29:59 AM
M143,12728986393,4/6/2023 2:29:59 AM
M144,18706419426,4/6/2023 2:29:59 AM
M145,18008302103,4/6/2023 2:29:59 AM
M146,18279620101,4/6/2023 2:29:59 AM
M147,16127453858,4/6/2023 2:29:59 AM
M148,19758339619,4/6/2023 2:29:59 AM
M149,15629945163,4/6/2023 2:29:59 AM
M150,20123216759,4/6/2023 2:29:59 AM
M1,18918961418,4/6/2023 2:44:59 AM
M2,16654195588,4/6/2023 2:44:59 AM
M3,20516382058,4/6/2023 2:44:59 AM
M4,21819091006,4/6/2023 2:44:59 AM
M5,20441352573,4/6/2023 2:44:59 AM
M6,20520861337,4/6/2023 2:44:59 AM
M7,18386570445,4/6/2023 2:44:59 AM
M8,13952878374,4/6/2023 2:44:59 AM
M9,15851544911,4/6/2023 2:44:59 AM
M10,20978661128,4/6/2023 2:44:59 AM
M11,20763634580,4/6/2023 2:44:59 AM
M12,18633780180,4/6/2023 2:44:59 AM
M13,16971769850,4/6/2023 2:44:59 AM
M14,12953679726,4/6/2023 2:44:59 AM
M15,20637433336,4/6/2023 2:44:59 AM
M16,19938484817,4/6/2023 2:44:59 AM
M17,16426331951,4/6/2023 2:44:59 AM
M18,16379101060,4/6/2023 2:44:59 AM
M19,19533745830,4/6/2023 2:44:59 AM
M20,18263707370,4/6/2023 2:44:59 AM
M21,16983766379,4/6/2023 2:44:59 AM
M22,19398527558,4/6/2023 2:44:59 AM
M23,15227778606,4/6/2023 2:44:59 AM
M24,18154729256,4/6/2023 2:44:59 AM
M25,21101040658,4/6/2023 2:44:59 AM
M26,19829620543,4/6/2023 2:44:59 AM
M27,22608470873,4/6/2023 2:44:59 AM
M28,21922003792,4/6/2023 2:44:59 AM
M29,18415300619,4/6/2023 2:44:59 AM
M30,17648753504,4/6/2023 2:44:59 AM
M31,20836166310,4/6/2023 2:44:59 AM
M32,18201653071,4/6/2023 2:44:59 AM
M33,16431507420,4/6/2023 2:44:59 AM
M34,17169165703,4/6/2023 2:44:59 AM
M35,13967239496,4/6/2023 2:44:59 AM
M36,19502886946,4/6/2023 2:44:59 AM
M37,17968060839,4/6/2023 2:44:59 AM
M38,19731982629,4/6/2023 2:44:59 AM
M39,18868183966,4/6/2023 2:44:59 AM
M40,17406548726,4/6/2023 2:44:59 AM
M41,22947617624,4/6/2023 2:44:59 AM
M42,17533952012,4/6/2023 2:44:59 AM
M43,13004679681,4/6/2023 2:44:59 AM
M44,18206637390,4/6/2023 2:44:59 AM
M45,21903893420,4/6/2023 2:44:59 AM
M46,16841142707,4/6/2023 2:44:59 AM
M47,16202253569,4/6/2023 2:44:59 AM
M48,21433781893,4/6/2023 2:44:59 AM
M49,17023918148,4/6/2023 2:44:59 AM
M50,18499926250,4/6/2023 2:44:59 AM
M51,20395815415,4/6/2023 2:44:59 AM
M52,16412065201,4/6/2023 2:44:59 AM
M53,17799795609,4/6/2023 2:44:59 AM
M54,19140099056,4/6/2023 2:44:59 AM
M55,18439195053,4/6/2023 2:44:59 AM
M56,19777309781,4/6/2023 2:44:59 AM
M57,17775260811,4/6/2023 2:44:59 AM
M58,13677953956,4/6/2023 2:44:59 AM
M59,20615360729,4/6/2023 2:44:59 AM
M60,19493445664,4/6/2023 2:44:59 AM
M61,16267117031,4/6/2023 2:44:59 AM
M62,20971711332,4/6/2023 2:44:59 AM
M63,14818541729,4/6/2023 2:44:59 AM
M64,16958060387,4/6/2023 2:44:59 AM
M65,23009342992,4/6/2023 2:44:59 AM
M66,19440970863,4/6/2023 2:44:59 AM
M67,23559465627,4/6/2023 2:44:59 AM
M68,16785780433,4/6/2023 2:44:59 AM
M69,18116504511,4/6/2023 2:44:59 AM
M70,18342409469,4/6/2023 2:44:59 AM
M71,17349387328,4/6/2023 2:44:59 AM
M72,17555189341,4/6/2023 2:44:59 AM
M73,16828988301,4/6/2023 2:44:59 AM
M74,17256404390,4/6/2023 2:44:59 AM
M75,19211224829,4/6/2023 2:44:59 AM
M76,17805807697,4/6/2023 2:44:59 AM
M77,19318494589,4/6/2023 2:44:59 AM
M78,15681969890,4/6/2023 2:44:59 AM
M79,18436071760,4/6/2023 2:44:59 AM
M80,16063414130,4/6/2023 2:44:59 AM
M81,17977866429,4/6/2023 2:44:59 AM
M82,17652582946,4/6/2023 2:44:59 AM
M83,18122009300,4/6/2023 2:44:59 AM
M84,18829534452,4/6/2023 2:44:59 AM
M85,16215394304,4/6/2023 2:44:59 AM
M86,21352760132,4/6/2023 2:44:59 AM
M87,15944318108,4/6/2023 2:44:59 AM
M88,20654175533,4/6/2023 2:44:59 AM
M89,17127182016,4/6/2023 2:44:59 AM
M90,17145535078,4/6/2023 2:44:59 AM
M91,15994480558,4/6/2023 2:44:59 AM
M92,21891094939,4/6/2023 2:44:59 AM
M93,19513542563,4/6/2023 2:44:59 AM
M94,16366407451,4/6/2023 2:44:59 AM
M95,18787596143,4/6/2023 2:44:59 AM
M96,18569377132,4/6/2023 2:44:59 AM
M97,14579215736,4/6/2023 2:44:59 AM
M98,18194141919,4/6/2023 2:44:59 AM
M99,18292320822,4/6/2023 2:44:59 AM
M100,14857778969,4/6/2023 2:44:59 AM
M101,19093442910,4/6/2023 2:44:59 AM
M102,15103781544,4/6/2023 2:44:59 AM
M103,19762615084,4/6/2023 2:44:59 AM
M104,16599124638,4/6/2023 2:44:59 AM
M105,17445096194,4/6/2023 2:44:59 AM
M106,16349971804,4/6/2023 2:44:59 AM
M107,14352087339,4/6/2023 2:44:59 AM
M108,17972059871,4/6/2023 2:44:59 AM
M109,17969012896,4/6/2023 2:44:59 AM
M110,19830026621,4/6/2023 2:44:59 AM
M111,17720216019,4/6/2023 2:44:59 AM
M112,16905041361,4/6/2023 2:44:59 AM
M113,17291319583,4/6/2023 2:44:59 AM
M114,20254246911,4/6/2023 2:44:59 AM
M115,16664393387,4/6/2023 2:44:59 AM
M116,17250625311,4/6/2023 2:44:59 AM
M117,18046417504,4/6/2023 2:44:59 AM
M118,25303258830,4/6/2023 2:44:59 AM
M119,16775454028,4/6/2023 2:44:59 AM
M120,16318876754,4/6/2023 2:44:59 AM
M121,20304194450,4/6/2023 2:44:59 AM
M122,14033261202,4/6/2023 2:44:59 AM
M123,9975745385,4/6/2023 2:44:59 AM
M124,14450646147,4/6/2023 2:44:59 AM
M125,16031484151,4/6/2023 2:44:59 AM
M126,21736115510,4/6/2023 2:44:59 AM
M127,16987284560,4/6/2023 2:44:59 AM
M128,20804223557,4/6/2023 2:44:59 AM
M129,20754889680,4/6/2023 2:44:59 AM
M130,16694609032,4/6/2023 2:44:59 AM
M131,19003617198,4/6/2023 2:44:59 AM
M132,17589196761,4/6/2023 2:44:59 AM
M133,16959606384,4/6/2023 2:44:59 AM
M134,16765901531,4/6/2023 2:44:59 AM
M135,19915665189,4/6/2023 2:44:59 AM
M136,21226579097,4/6/2023 2:44:59 AM
M137,17031308258,4/6/2023 2:44:59 AM
M138,17330637109,4/6/2023 2:44:59 AM
M139,20648132403,4/6/2023 2:44:59 AM
M140,18787057926,4/6/2023 2:44:59 AM
M141,20847471475,4/6/2023 2:44:59 AM
M142,19038753541,4/6/2023 2:44:59 AM
M143,12941902987,4/6/2023 2:44:59 AM
M144,19800353206,4/6/2023 2:44:59 AM
M145,19888288603,4/6/2023 2:44:59 AM
M146,19659774246,4/6/2023 2:44:59 AM
M147,17026611606,4/6/2023 2:44:59 AM
M148,20422917001,4/6/2023 2:44:59 AM
M149,16675230655,4/6/2023 2:44:59 AM
M150,22020219964,4/6/2023 2:44:59 AM
M1,19860358291,4/6/2023 2:59:59 AM
M2,18447169317,4/6/2023 2:59:59 AM
M3,21104634654,4/6/2023 2:59:59 AM
M4,22545892252,4/6/2023 2:59:59 AM
M5,21194403530,4/6/2023 2:59:59 AM
M6,20975293280,4/6/2023 2:59:59 AM
M7,19879022340,4/6/2023 2:59:59 AM
M8,15641881650,4/6/2023 2:59:59 AM
M9,16999476571,4/6/2023 2:59:59 AM
M10,21056591172,4/6/2023 2:59:59 AM
M11,21910412793,4/6/2023 2:59:59 AM
M12,19242047721,4/6/2023 2:59:59 AM
M13,18032626206,4/6/2023 2:59:59 AM
M14,14282715867,4/6/2023 2:59:59 AM
M15,21998827907,4/6/2023 2:59:59 AM
M16,21317930731,4/6/2023 2:59:59 AM
M17,18304750327,4/6/2023 2:59:59 AM
M18,17963200376,4/6/2023 2:59:59 AM
M19,20649089119,4/6/2023 2:59:59 AM
M20,19341376080,4/6/2023 2:59:59 AM
M21,18328394256,4/6/2023 2:59:59 AM
M22,20536891530,4/6/2023 2:59:59 AM
M23,16264652237,4/6/2023 2:59:59 AM
M24,18602591378,4/6/2023 2:59:59 AM
M25,21160971386,4/6/2023 2:59:59 AM
M26,19961754677,4/6/2023 2:59:59 AM
M27,24651440297,4/6/2023 2:59:59 AM
M28,22981950486,4/6/2023 2:59:59 AM
M29,20152484842,4/6/2023 2:59:59 AM
M30,18793114942,4/6/2023 2:59:59 AM
M31,21601228497,4/6/2023 2:59:59 AM
M32,19230008469,4/6/2023 2:59:59 AM
M33,17500040200,4/6/2023 2:59:59 AM
M34,17946510187,4/6/2023 2:59:59 AM
M35,15745492177,4/6/2023 2:59:59 AM
M36,21540935003,4/6/2023 2:59:59 AM
M37,19932941429,4/6/2023 2:59:59 AM
M38,20975686050,4/6/2023 2:59:59 AM
M39,19750247439,4/6/2023 2:59:59 AM
M40,18492836738,4/6/2023 2:59:59 AM
M41,23220765010,4/6/2023 2:59:59 AM
M42,19357576522,4/6/2023 2:59:59 AM
M43,13448295944,4/6/2023 2:59:59 AM
M44,19229996492,4/6/2023 2:59:59 AM
M45,22054202991,4/6/2023 2:59:59 AM
M46,17632293674,4/6/2023 2:59:59 AM
M47,17856881838,4/6/2023 2:59:59 AM
M48,22480801881,4/6/2023 2:59:59 AM
M49,18404825984,4/6/2023 2:59:59 AM
M50,20567719085,4/6/2023 2:59:59 AM
M51,21790837329,4/6/2023 2:59:59 AM
M52,17758625062,4/6/2023 2:59:59 AM
M53,19533445638,4/6/2023 2:59:59 AM
M54,20107103855,4/6/2023 2:59:59 AM
M55,20544728252,4/6/2023 2:59:59 AM
M56,20311126418,4/6/2023 2:59:59 AM
M57,18444068228,4/6/2023 2:59:59 AM
M58,14729037485,4/6/2023 2:59:59 AM
M59,21939960229,4/6/2023 2:59:59 AM
M60,20640179330,4/6/2023 2:59:59 AM
M61,17600791617,4/6/2023 2:59:59 AM
M62,22137413110,4/6/2023 2:59:59 AM
M63,15122918264,4/6/2023 2:59:59 AM
M64,19040387696,4/6/2023 2:59:59 AM
M65,23793737870,4/6/2023 2:59:59 AM
M66,21005802008,4/6/2023 2:59:59 AM
M67,24703384421,4/6/2023 2:59:59 AM
M68,18191598772,4/6/2023 2:59:59 AM
M69,20080016879,4/6/2023 2:59:59 AM
M70,18579670801,4/6/2023 2:59:59 AM
M71,17925522196,4/6/2023 2:59:59 AM
M72,17768331410,4/6/2023 2:59:59 AM
M73,17850343532,4/6/2023 2:59:59 AM
M74,18257381357,4/6/2023 2:59:59 AM
M75,20206875724,4/6/2023 2:59:59 AM
M76,19583027128,4/6/2023 2:59:59 AM
M77,21083656517,4/6/2023 2:59:59 AM
M78,17144418385,4/6/2023 2:59:59 AM
M79,19168719851,4/6/2023 2:59:59 AM
M80,18015582725,4/6/2023 2:59:59 AM
M81,19710178667,4/6/2023 2:59:59 AM
M82,17890961083,4/6/2023 2:59:59 AM
M83,18608787113,4/6/2023 2:59:59 AM
M84,18975980660,4/6/2023 2:59:59 AM
M85,16444106300,4/6/2023 2:59:59 AM
M86,21905847017,4/6/2023 2:59:59 AM
M87,18045308360,4/6/2023 2:59:59 AM
M88,20690334839,4/6/2023 2:59:59 AM
M89,18482588691,4/6/2023 2:59:59 AM
M90,18487647910,4/6/2023 2:59:59 AM
M91,16670931217,4/6/2023 2:59:59 AM
M92,23523527814,4/6/2023 2:59:59 AM
M93,19937959831,4/6/2023 2:59:59 AM
M94,18198313377,4/6/2023 2:59:59 AM
M95,19561318528,4/6/2023 2:59:59 AM
M96,19840781364,4/6/2023 2:59:59 AM
M97,14910338142,4/6/2023 2:59:59 AM
M98,18825904927,4/6/2023 2:59:59 AM
M99,19652443630,4/6/2023 2:59:59 AM
M100,14879011890,4/6/2023 2:59:59 AM
M101,19126319704,4/6/2023 2:59:59 AM
M102,16073396618,4/6/2023 2:59:59 AM
M103,20671079527,4/6/2023 2:59:59 AM
M104,17415591014,4/6/2023 2:59:59 AM
M105,17633639689,4/6/2023 2:59:59 AM
M106,17819079081,4/6/2023 2:59:59 AM
M107,15177079702,4/6/2023 2:59:59 AM
M108,18346747631,4/6/2023 2:59:59 AM
M109,19988876520,4/6/2023 2:59:59 AM
M110,20175640621,4/6/2023 2:59:59 AM
M111,17937443788,4/6/2023 2:59:59 AM
M112,17319019281,4/6/2023 2:59:59 AM
M113,17603641304,4/6/2023 2:59:59 AM
M114,22158195484,4/6/2023 2:59:59 AM
M115,16703441492,4/6/2023 2:59:59 AM
M116,17700238080,4/6/2023 2:59:59 AM
M117,18109327533,4/6/2023 2:59:59 AM
M118,27292300041,4/6/2023 2:59:59 AM
M119,18561748086,4/6/2023 2:59:59 AM
M120,16768997967,4/6/2023 2:59:59 AM
M121,22301665063,4/6/2023 2:59:59 AM
M122,16110398494,4/6/2023 2:59:59 AM
M123,11333480542,4/6/2023 2:59:59 AM
M124,16290336363,4/6/2023 2:59:59 AM
M125,16862181440,4/6/2023 2:59:59 AM
M126,21741104675,4/6/2023 2:59:59 AM
M127,18592676158,4/6/2023 2:59:59 AM
M128,22193085017,4/6/2023 2:59:59 AM
M129,21003333123,4/6/2023 2:59:59 AM
M130,17446105678,4/6/2023 2:59:59 AM
M131,19896334550,4/6/2023 2:59:59 AM
M132,18977879964,4/6/2023 2:59:59 AM
M133,17328616007,4/6/2023 2:59:59 AM
M134,18520226089,4/6/2023 2:59:59 AM
M135,21301133692,4/6/2023 2:59:59 AM
M136,22068883562,4/6/2023 2:59:59 AM
M137,17829948342,4/6/2023 2:59:59 AM
M138,18519376111,4/6/2023 2:59:59 AM
M139,21652794413,4/6/2023 2:59:59 AM
M140,19449785992,4/6/2023 2:59:59 AM
M141,22538953865,4/6/2023 2:59:59 AM
M142,20498791871,4/6/2023 2:59:59 AM
M143,14859980594,4/6/2023 2:59:59 AM
M144,21315121077,4/6/2023 2:59:59 AM
M145,20963120826,4/6/2023 2:59:59 AM
M146,21402365845,4/6/2023 2:59:59 AM
M147,17318828904,4/6/2023 2:59:59 AM
M148,21073589411,4/6/2023 2:59:59 AM
M149,16834056208,4/6/2023 2:59:59 AM
M150,23978061432,4/6/2023 2:59:59 AM
M1,21284676112,4/6/2023 3:14:59 AM
M2,19357856236,4/6/2023 3:14:59 AM
M3,21765128451,4/6/2023 3:14:59 AM
M4,24583628206,4/6/2023 3:14:59 AM
M5,22263912553,4/6/2023 3:14:59 AM
M6,21990378226,4/6/2023 3:14:59 AM
M7,21068455841,4/6/2023 3:14:59 AM
M8,16194587218,4/6/2023 3:14:59 AM
M9,17240704164,4/6/2023 3:14:59 AM
M10,23092519041,4/6/2023 3:14:59 AM
M11,23543690342,4/6/2023 3:14:59 AM
M12,21386403845,4/6/2023 3:14:59 AM
M13,18745641892,4/6/2023 3:14:59 AM
M14,16168707664,4/6/2023 3:14:59 AM
M15,23166861702,4/6/2023 3:14:59 AM
M16,23276305585,4/6/2023 3:14:59 AM
M17,18808708651,4/6/2023 3:14:59 AM
M18,19286967800,4/6/2023 3:14:59 AM
M19,20897652840,4/6/2023 3:14:59 AM
M20,19816273409,4/6/2023 3:14:59 AM
M21,19804712671,4/6/2023 3:14:59 AM
M22,21656297736,4/6/2023 3:14:59 AM
M23,17477808856,4/6/2023 3:14:59 AM
M24,18707234949,4/6/2023 3:14:59 AM
M25,23101559834,4/6/2023 3:14:59 AM
M26,22001232329,4/6/2023 3:14:59 AM
M27,25823211311,4/6/2023 3:14:59 AM
M28,23096883240,4/6/2023 3:14:59 AM
M29,21448980799,4/6/2023 3:14:59 AM
M30,18970755625,4/6/2023 3:14:59 AM
M31,22038330720,4/6/2023 3:14:59 AM
M32,20173203085,4/6/2023 3:14:59 AM
M33,17614184894,4/6/2023 3:14:59 AM
M34,18233959103,4/6/2023 3:14:59 AM
M35,15980763190,4/6/2023 3:14:59 AM
M36,22967457868,4/6/2023 3:14:59 AM
M37,21216508804,4/6/2023 3:14:59 AM
M38,22842560613,4/6/2023 3:14:59 AM
M39,19817455290,4/6/2023 3:14:59 AM
M40,20320665537,4/6/2023 3:14:59 AM
M41,24070552487,4/6/2023 3:14:59 AM
M42,19551844858,4/6/2023 3:14:59 AM
M43,15540372600,4/6/2023 3:14:59 AM
M44,21009066522,4/6/2023 3:14:59 AM
M45,23652265059,4/6/2023 3:14:59 AM
M46,18062133363,4/6/2023 3:14:59 AM
M47,18986316777,4/6/2023 3:14:59 AM
M48,22824203772,4/6/2023 3:14:59 AM
M49,19857499387,4/6/2023 3:14:59 AM
M50,21035959144,4/6/2023 3:14:59 AM
M51,23033859651,4/6/2023 3:14:59 AM
M52,17789210092,4/6/2023 3:14:59 AM
M53,20087408831,4/6/2023 3:14:59 AM
M54,21645838054,4/6/2023 3:14:59 AM
M55,20678441049,4/6/2023 3:14:59 AM
M56,20447586621,4/6/2023 3:14:59 AM
M57,19501710393,4/6/2023 3:14:59 AM
M58,14979773025,4/6/2023 3:14:59 AM
M59,22959134044,4/6/2023 3:14:59 AM
M60,21873638265,4/6/2023 3:14:59 AM
M61,17849000582,4/6/2023 3:14:59 AM
M62,23084338113,4/6/2023 3:14:59 AM
M63,16566072281,4/6/2023 3:14:59 AM
M64,20260267412,4/6/2023 3:14:59 AM
M65,25024111394,4/6/2023 3:14:59 AM
M66,21473182416,4/6/2023 3:14:59 AM
M67,24978935021,4/6/2023 3:14:59 AM
M68,18271625125,4/6/2023 3:14:59 AM
M69,20700829141,4/6/2023 3:14:59 AM
M70,19206460194,4/6/2023 3:14:59 AM
M71,19547028048,4/6/2023 3:14:59 AM
M72,19407057461,4/6/2023 3:14:59 AM
M73,18939223886,4/6/2023 3:14:59 AM
M74,18510460081,4/6/2023 3:14:59 AM
M75,20282733680,4/6/2023 3:14:59 AM
M76,20199541686,4/6/2023 3:14:59 AM
M77,21328012280,4/6/2023 3:14:59 AM
M78,17149814137,4/6/2023 3:14:59 AM
M79,20672079622,4/6/2023 3:14:59 AM
M80,18664316571,4/6/2023 3:14:59 AM
M81,20136372016,4/6/2023 3:14:59 AM
M82,19821338930,4/6/2023 3:14:59 AM
M83,20295635118,4/6/2023 3:14:59 AM
M84,19109898615,4/6/2023 3:14:59 AM
M85,16486284444,4/6/2023 3:14:59 AM
M86,22496363417,4/6/2023 3:14:59 AM
M87,18541864216,4/6/2023 3:14:59 AM
M88,20814743598,4/6/2023 3:14:59 AM
M89,20250382302,4/6/2023 3:14:59 AM
M90,19335849396,4/6/2023 3:14:59 AM
M91,18285206242,4/6/2023 3:14:59 AM
M92,25655209855,4/6/2023 3:14:59 AM
M93,20032118397,4/6/2023 3:14:59 AM
M94,20313397457,4/6/2023 3:14:59 AM
M95,20599039115,4/6/2023 3:14:59 AM
M96,20883888528,4/6/2023 3:14:59 AM
M97,16474175942,4/6/2023 3:14:59 AM
M98,19972705696,4/6/2023 3:14:59 AM
M99,21021548655,4/6/2023 3:14:59 AM
M100,16693489454,4/6/2023 3:14:59 AM
M101,21124865327,4/6/2023 3:14:59 AM
M102,16734763392,4/6/2023 3:14:59 AM
M103,21276080056,4/6/2023 3:14:59 AM
M104,18767374345,4/6/2023 3:14:59 AM
M105,18317666661,4/6/2023 3:14:59 AM
M106,18151810951,4/6/2023 3:14:59 AM
M107,16711827446,4/6/2023 3:14:59 AM
M108,19537444745,4/6/2023 3:14:59 AM
M109,20376267317,4/6/2023 3:14:59 AM
M110,20477426492,4/6/2023 3:14:59 AM
M111,19198057306,4/6/2023 3:14:59 AM
M112,17571628973,4/6/2023 3:14:59 AM
M113,19377501868,4/6/2023 3:14:59 AM
M114,22884838195,4/6/2023 3:14:59 AM
M115,17401988232,4/6/2023 3:14:59 AM
M116,18741913195,4/6/2023 3:14:59 AM
M117,18225947204,4/6/2023 3:14:59 AM
M118,28062212124,4/6/2023 3:14:59 AM
M119,20408595478,4/6/2023 3:14:59 AM
M120,17834315065,4/6/2023 3:14:59 AM
M121,22855520774,4/6/2023 3:14:59 AM
M122,17082886962,4/6/2023 3:14:59 AM
M123,12142031481,4/6/2023 3:14:59 AM
M124,17470115864,4/6/2023 3:14:59 AM
M125,18535907740,4/6/2023 3:14:59 AM
M126,22206247039,4/6/2023 3:14:59 AM
M127,20706924951,4/6/2023 3:14:59 AM
M128,23002054032,4/6/2023 3:14:59 AM
M129,21461977004,4/6/2023 3:14:59 AM
M130,19187337445,4/6/2023 3:14:59 AM
M131,21281507113,4/6/2023 3:14:59 AM
M132,20273420080,4/6/2023 3:14:59 AM
M133,18342855172,4/6/2023 3:14:59 AM
M134,18893068907,4/6/2023 3:14:59 AM
M135,23203880401,4/6/2023 3:14:59 AM
M136,22912331041,4/6/2023 3:14:59 AM
M137,17934896588,4/6/2023 3:14:59 AM
M138,19783212549,4/6/2023 3:14:59 AM
M139,23786383082,4/6/2023 3:14:59 AM
M140,21566651783,4/6/2023 3:14:59 AM
